timestamp,wind_dir,wind_speed,wave_height,pressure,air_temp,water_temp,wave_height_1h,wave_height_3h,wave_height_6h,wind_speed_1h,wind_speed_3h,wind_speed_6h,pressure_1h,pressure_3h,pressure_6h,wave_height_roll_mean_3h,wave_height_roll_std_3h,wave_height_roll_mean_6h,wave_height_roll_std_6h,wind_speed_roll_mean_3h,wind_speed_roll_std_3h,wind_speed_roll_mean_6h,wind_speed_roll_std_6h,pressure_drop_6h,pressure_drop_3h,wind_dir_sin,wind_dir_cos,hour_sin,hour_cos,target_wave_height_3h,target_wind_speed_3h
2026-06-26 01:20:00,70.0,7.0,1.8,1017.3,27.1,27.0,1.8,1.9,1.8,8.0,7.0,7.0,1017.2,1017.1,1017.0,1.8,0.0,1.8333333333333333,0.05773502691896253,7.666666666666667,0.5773502691896258,7.166666666666667,0.752772652709081,0.2999999999999545,0.1999999999999318,0.9396926207859083,0.3420201433256688,0.25881904510252074,0.9659258262890683,1.7,7.0
2026-06-26 02:20:00,80.0,8.0,1.9,1017.4,26.9,27.0,1.9,1.7,1.8,7.0,7.0,7.0,1017.5,1017.5,1017.3,1.9,0.0,1.8333333333333333,0.11547005383792507,7.0,1.0,7.0,0.6324555320336763,0.10000000000002274,-0.10000000000002274,0.984807753012208,0.17364817766693041,0.49999999999999994,0.8660254037844387,1.7,8.0
2026-06-26 03:50:00,80.0,8.0,1.6,1016.7,26.7,,1.6,1.8,1.7,8.0,8.0,8.0,1016.8,1017.0,1017.3,1.6,0.0,1.6666666666666667,0.1154700538379251,8.0,0.0,8.0,0.0,-0.599999999999909,-0.2999999999999545,0.984807753012208,0.17364817766693041,0.7071067811865476,0.7071067811865476,1.7,8.0
2026-06-26 04:20:00,90.0,8.0,1.7,1016.4,26.8,27.0,1.7,1.6,1.8,8.0,8.0,8.0,1016.4,1016.7,1017.0,1.7,0.0,1.65,0.05773502691896246,8.0,0.0,8.0,0.0,-0.6000000000000227,-0.3000000000000682,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,1.8,7.0
2026-06-26 04:50:00,90.0,7.0,1.8,1016.1,26.7,27.0,1.8,1.7,1.6,8.0,8.0,8.0,1016.2,1016.4,1016.7,1.8,0.0,1.75,0.05773502691896277,7.333333333333333,0.5773502691896258,7.666666666666667,0.5163977794943221,-0.6000000000000227,-0.2999999999999545,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,1.7,7.0
2026-06-26 09:20:00,80.0,8.0,1.7,1016.0,26.4,27.0,1.7,1.7,1.7,8.0,8.0,7.0,1015.9,1015.6,1015.6,1.7,0.0,1.7,0.0,8.0,0.0,8.0,0.0,0.39999999999997726,0.39999999999997726,0.984807753012208,0.17364817766693041,0.7071067811865476,-0.7071067811865475,1.7,8.0
2026-06-26 09:50:00,80.0,8.0,1.7,1016.3,26.5,27.0,1.7,1.7,1.7,7.0,8.0,8.0,1016.1,1016.0,1015.6,1.7,0.0,1.7,0.0,7.333333333333333,0.5773502691896258,7.666666666666667,0.5163977794943221,0.6999999999999318,0.2999999999999545,0.984807753012208,0.17364817766693041,0.7071067811865476,-0.7071067811865475,1.7,8.0
2026-06-26 10:20:00,80.0,8.0,1.7,1016.3,26.5,27.0,1.7,1.7,1.7,8.0,8.0,8.0,1016.4,1016.3,1016.0,1.7,0.0,1.7,0.0,8.0,0.0,7.666666666666667,0.5163977794943221,0.2999999999999545,0.0,0.984807753012208,0.17364817766693041,0.49999999999999994,-0.8660254037844387,1.8,8.0
2026-06-26 11:20:00,80.0,8.0,1.8,1016.9,26.7,27.0,1.8,1.8,1.7,8.0,8.0,8.0,1016.8,1016.6,1016.3,1.8,0.0,1.8,0.0,8.0,0.0,8.0,0.0,0.6000000000000227,0.2999999999999545,0.984807753012208,0.17364817766693041,0.258819045102521,-0.9659258262890682,1.7,8.0
2026-06-26 12:20:00,90.0,8.0,1.8,1017.5,26.8,27.0,1.8,1.7,1.8,8.0,8.0,8.0,1017.3,1017.1,1016.9,1.8,0.0,1.7666666666666668,0.057735026918962595,8.0,0.0,8.0,0.0,0.6000000000000227,0.39999999999997726,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,1.8,8.0
2026-06-26 13:20:00,80.0,8.0,1.7,1017.5,26.9,27.0,1.7,1.8,1.8,8.0,8.0,8.0,1017.6,1017.5,1017.5,1.7,0.0,1.7333333333333334,0.057735026918962595,7.666666666666667,0.5773502691896258,7.833333333333333,0.40824829046386296,0.0,0.0,0.984807753012208,0.17364817766693041,-0.2588190451025208,-0.9659258262890683,1.7,7.0
2026-06-26 15:20:00,80.0,7.0,1.6,1017.2,26.8,27.1,1.6,1.7,1.6,7.0,7.0,7.0,1017.3,1017.5,1017.5,1.6,0.0,1.6333333333333335,0.05773502691896251,7.0,0.0,6.833333333333333,0.40824829046386296,-0.2999999999999545,-0.2999999999999545,0.984807753012208,0.17364817766693041,-0.7071067811865471,-0.7071067811865479,1.7,7.0
2026-06-26 16:20:00,80.0,7.0,1.6,1016.6,26.8,27.2,1.6,1.7,1.6,7.0,7.0,7.0,1016.6,1016.8,1017.2,1.6,0.0,1.6333333333333335,0.05773502691896253,7.0,0.0,7.0,0.0,-0.6000000000000227,-0.1999999999999318,0.984807753012208,0.17364817766693041,-0.8660254037844385,-0.5000000000000004,1.6,7.0
